EXP_ID,Torque,RPM,Power,Frecuencia,Caudal
316_50_HZ,-5.955789566040039,893,556.954138374194,50,13.60473041920553
317_50_HZ,-5.955789566040039,884,551.340938771318,50,13.622433353763203
318_50_HZ,-5.983463287353516,883,553.276148939008,50,13.624355498856929
319_50_HZ,-5.983463287353516,899,563.301537821255,50,13.592524834119603
320_50_HZ,-6.116581916809082,914,585.441627026767,50,13.560598170905267
321_50_HZ,-6.116581916809082,902,577.755303696,50,13.586300952962395
322_50_HZ,-6.0135273933410645,885,557.315594899763,50,13.620502239142496
323_50_HZ,-6.0135273933410645,880,554.1669192223641,50,13.630068116976217
324_50_HZ,-6.03927755355835,870,550.215534421013,50,13.648527158120078
325_50_HZ,-6.03927755355835,867,548.318239474734,50,13.653889964687107
326_50_HZ,-6.341899394989014,864,573.8015418189079,50,13.659172045511305
327_50_HZ,-6.341899394989014,867,575.793908283557,50,13.653889964687107
328_50_HZ,-6.418269634246826,864,580.711338392661,50,13.659172045511305
329_50_HZ,-6.418269634246826,866,582.055577601903,50,13.655659627822153
330_50_HZ,-6.382791519165039,855,571.485714628938,50,13.674533933526925
331_50_HZ,-6.382791519165039,846,565.470075527581,50,13.68916928985708
332_50_HZ,-6.356904029846191,846,563.1766521325769,50,13.68916928985708
333_50_HZ,-6.356904029846191,840,559.182491479155,50,13.698522565363037
334_50_HZ,-6.392464637756348,843,564.318814003509,50,13.693886290481474
335_50_HZ,-6.392464637756348,840,562.310561996379,50,13.698522565363037
336_50_HZ,-6.423793315887451,846,569.1025465523641,50,13.68916928985708
337_50_HZ,-6.423793315887451,855,575.156828962496,50,13.674533933526925
